ZCTA,Mean Household Income
54614,62028
54615,54457
54616,59167
54618,58352
54619,55419
54621,65925
54622,58291
54623,76945
54624,55789
54625,44045
54626,58555
54627,71028
54628,51491
54629,61237
54630,64835
54631,48142
54632,66681
54634,54665
54635,60377
54636,72569
54637,43620
54638,51032
54639,55780
54641,No Data
54642,60986
54643,No Data
54644,56779
54645,49203
54646,51566
54648,56347
54650,77549
54651,45144
54652,44434
54653,61296
54654,48570
54655,52706
54656,58665
54657,54186
54658,64967
54659,56638
54660,59102
54661,71602
54664,48395
54665,66289
54666,62111
54667,61889
54669,75170
54670,59842
54701,69768
54703,56478
54720,65039
54721,55567
54722,56869
54723,59807
54724,63114
54725,55437
54726,57405
54727,61257
54728,56946
54729,65185
54730,62511
54731,49516
54732,53697
54733,62748
54734,59149
54736,58431
54737,69146
54738,87213
54739,74775
54740,64572
54741,47173
54742,61917
54745,59726
54746,58500
54747,52599
54748,52689
54749,59536
54750,64159
54751,57529
54754,42994
54755,58745
54756,54361
54757,58606
54758,59703
54759,57270
54760,64101
54761,58185
54762,62878
54763,73623
54765,26839
54766,45850
54767,66141
54768,50204
54769,68988
54770,60451
54771,52590
54772,52113
54773,57958
54801,55861
54805,51227
54806,52467
54810,61498
54812,55761
54813,51095
54814,50081
54817,59809
54819,48852
54820,57670
54821,56613
54822,57753
54824,58168
54826,57901
54827,58250
54828,45920
54829,56911
54830,55268
54832,55740
54835,41790
54836,71475
54837,54960
54838,59453
54839,48343
54840,49937
54841,47166
54842,68393
54843,58135
54844,65312
54845,50561
54846,49156
54847,57026
54848,48061
54849,69522
54850,55349
54853,62693
54854,57319
54855,53822
54856,50914
54857,No Data
54858,58418
54859,51176
54861,34588
54862,31274
54864,66952
54865,51858
54867,43764
54868,54085
54870,58562
54871,57619
54872,42778
54873,60942
54874,67536
54875,43311
54876,53886
54880,53596
54888,57661
54889,54858
54891,59238
54893,49871
54895,55065
54896,43307
54901,54077
54902,54610
54904,81961
54909,66225
54911,57983
54913,97138
54914,63600
54915,75535
54921,52615
54922,63710
54923,59857
54927,97418
54928,78288
54929,55080
54930,58387
54931,60516
54932,83337
54933,55378
54934,57914
54935,59225
54937,74320
54940,69290
54941,72133
54942,102368
54943,48298
54944,84641
54945,58724
54946,No Data
54947,78927
54948,55711
54949,60883
54950,56865
54952,63912
54956,77602
54960,57631
54961,65404
54962,61609
54963,64131
54964,79276
54965,57768
54966,65368
54967,50661
54968,57494
54970,49157
54971,65035
54974,77025
54977,68679
54979,69179
54980,60838
54981,69175
54982,53853
54983,63700
54984,56006
54985,No Data
54986,80356
55001,120605
55003,75747
55005,90134
55006,56933
55007,52546
55008,70030
55009,75229
55011,96653
55012,87081
55013,82241
55014,93278
55016,92338
55017,58753
55018,87124
55019,77479
55020,106608
55021,68581
55024,92964
55025,83671
55026,76964
55027,80966
55029,No Data
55030,52914
55031,91029
55032,82087
55033,83791
55036,34159
55037,49891
55038,103033
55040,70760
55041,69491
55042,128868
55043,93929
55044,117954
55045,82136
55046,75924
55047,103792
55049,68234
55051,56682
55052,61386
55053,95318
55054,101918
55055,66428
55056,74566
55057,82193
55060,68970
55063,56268
55065,82973
55066,67419
55068,96094
55069,64413
55070,73917
55071,71960
55072,52998
55073,96535
55074,69664
55075,61165
55076,82347
55077,99008
55079,80535
55080,71172
55082,103186
55084,73361
55085,86067
55087,67046
55088,108599
55089,99128
55090,52581
55092,89610
55101,49427
55102,69660
55103,43155
55104,66733
55105,106173
55106,54152
55107,56371
55108,80098
55109,64625
55110,90208
55111,No Data
55112,81362
55113,77943
55114,47335
55115,120921
55116,88627
55117,60898
55118,88016
55119,69236
55120,122432
55121,78190
55122,92162
55123,126098
55124,98481
55125,109237
55126,102838
55127,120648
55128,78955
55129,142548
55130,45188
55150,155963
55155,No Data
55301,95865
55302,71737
55303,78837
55304,108736
55305,94199
55306,80780
55307,64903
55308,87746
55309,86082
55310,76760
55311,135462
55312,65143
55313,81158
55314,69990
55315,119496
55316,95175
55317,132699
55318,98101
55319,92651
55320,79160
55321,72072
55322,84059
55324,72440
55325,66695
55327,123695
55328,92129
55329,58128
55330,90464
55331,160922
55332,62771
55333,69013
55334,60052
55335,67988
55336,69655
55337,78302
55338,66642
55339,82898
55340,219933
55341,104682
55342,67391
55343,74780
55344,86922
55345,113475
55346,122448
55347,159678
55349,73455
55350,66505
55352,92103
55353,68601
55354,68167
55355,66628
55356,174917
55357,104835
55358,74745
55359,116453
55360,91881
55362,82340
55363,75623
55364,115702
55366,47028
55367,73057
55368,68289
55369,89974
55370,77381
55371,66917
55372,115480
55373,102589
55374,110824
55375,115374
55376,99309
55378,110011
55379,93618
55381,62989
55382,77875
55384,75231
55385,70151
55386,140560
55387,91407
55388,88050
55389,61979
55390,84847
55391,182588
55395,67043
55396,59079
55397,78483
55398,80632
55401,118609
55402,44806
55403,63779
55404,43429
55405,86498
55406,72047
55407,64691
55408,67663
55409,88390
55410,128994
55411,43273
55412,51801
55413,68309
55414,52357
55415,119681
55416,104875
55417,87243
55418,69513
55419,123288
55420,62364
55421,61820
55422,81615
55423,66877
55424,209708
55425,62294
55426,73460
55427,79816
55428,57736
55429,52831
55430,60416
55431,82080
55432,65288
55433,70980
55434,68970
55435,91358
55436,158126
55437,90033
55438,112990
55439,159727
55441,99502
55442,113601
55443,87560
55444,80902
55445,90956
55446,126906
55447,111272
55448,87488
55449,112606
55450,No Data
55454,26614
55455,No Data
55601,49939
55602,52395
55603,58956
55604,77585
55605,45985
55606,46649
55607,41252
55609,75420
55612,63065
55613,58310
55614,57467
55615,46935
55616,62267
55702,69872
55703,63287
55704,52147
55705,53702
55706,49656
55707,64079
55708,42718
55709,60984
55710,87323
55711,62647
55712,50794
55713,50482
55716,43939
55717,112196
55718,69483
55719,50409
55720,58394
55721,74596
55722,62548
55723,55262
55724,57466
55725,80662
55726,53825
55731,56011
55732,60020
55733,80289
55734,53401
55735,57389
55736,48514
55738,64872
55741,56465
55742,73175
55744,58016
55746,51720
55748,50084
55749,61070
55750,55487
55751,60439
55752,53402
55753,46169
55756,58414
55757,53018
55758,54768
55760,47932
55763,66997
55764,38600
55765,48087
55766,50406
55767,57070
55768,61410
55769,56003
55771,44639
55772,39039
55775,58465
55779,78041
55780,58627
55781,70748
55782,58767
55783,60648
55784,66483
55785,38462
55786,54743
55787,45982
55790,63737
55792,46052
55793,60402
55795,49970
55797,61283
55798,54919
55802,53802
55803,89049
55804,86794
55805,35334
55806,39733
55807,48389
55808,50330
55810,73219
55811,73035
55812,73919
55814,No Data
55901,78975
55902,123776
55904,66447
55905,No Data
55906,93132
55909,68457
55910,70307
55912,59415
55917,73810
55918,60509
55919,75058
55920,95257
55921,58970
55922,55115
55923,76096
55924,71207
55925,78611
55926,61728
55927,70584
55929,75259
55931,61346
55932,85718
55933,82345
55934,79225
55935,67578
55936,73853
55939,56304
55940,81664
55941,65500
55943,62939
55944,73589
55945,69054
55946,70532
55947,68820
55949,63431
55950,43188
55951,65950
55952,69553
55953,62568
55954,56901
55955,98816
55956,81897
55957,81036
55959,58449
55960,117390
55961,60087
55962,69076
55963,95044
55964,67463
55965,61420
55967,74246
55968,51086
55969,62938
55970,65617
55971,62431
55972,67282
55973,80135
55974,57045
55975,65953
55976,69450
55977,70787
55979,66110
55981,64187
55982,68534
55983,60899
55985,78596
55987,58302
55990,62624
55991,81566
55992,70296
56001,62921
56003,70886
56007,55674
56009,71598
56010,71641
56011,80109
56013,60806
56014,57830
56016,63487
56017,83274
56019,66901
56020,62353
56021,79759
56022,41274
56023,69588
56024,78245
56025,68417
56026,74994
56027,51607
56028,78719
56029,56278
56031,63621
56032,59549
56033,56001
56034,80658
56035,61037
56036,69581
56037,79138
56039,65338
56041,77012
56042,81106
56043,81003
56044,70485
56045,69212
56046,39423
56047,58941
56048,68384
56050,62434
56051,51738
56052,64081
56054,75335
56055,73549
56056,62069
56057,62052
56058,65855
56060,70274
56062,71263
56063,92153
56065,64050
56068,70246
56069,63009
56071,86803
56072,59872
56073,65311
56074,76493
56075,50698
56078,74796
56080,71679
56081,58639
56082,68262
56083,65146
56085,68478
56087,60821
56088,63892
56089,44986
56090,65675
56091,64450
56093,66310
56096,60623
56097,57184
56098,57609
56101,56894
56110,71802
56111,108265
56113,57309
56114,63360
56115,63426
56116,69629
56117,68110
56118,70434
56119,70409
56120,60719
56121,56652
56122,65495
56123,53403
56125,32144
56127,69734
56128,62720
56129,66598
56131,63290
56132,69910
56134,59290
56136,57928
56137,60032
56138,77262
56139,57530
56140,37450
56141,61131
56142,52806
56143,60717
56144,60996
56145,70169
56146,56963
56147,54232
56149,61378
56150,60968
56151,70601
56152,68686
56153,50402
56155,69064
56156,58274
56157,86438
56158,58373
56159,57800
56160,86085
56161,62621
56162,61993
56164,61309
56165,71773
56166,62877
56167,64903
56168,64019
56169,66202
56170,58590
56171,69585
56172,65603
56173,61650
56174,49843
56175,60096
56176,62858
56177,55976
56178,61693
56180,57765
56181,56523
56183,59575
56185,56804
56186,64811
56187,59989
56201,62398
56207,63418
56208,51727
56209,74567
56210,No Data
56211,70607
56212,60993
56214,65141
56215,66414
56216,69554
56218,59381
56219,54427
56220,54436
56221,59994
56222,62362
56223,59007
56224,77975
56225,58015
56226,66857
56227,69499
56228,56982
56229,76095
56230,68961
56231,63366
56232,68020
56235,69066
56236,92848
56237,65655
56239,70961
56240,70433
56241,64944
56243,64066
56244,63247
56245,83583
56248,56041
56249,71351
56251,60035
56252,61620
56253,70710
56255,69664
56256,63859
56257,55883
56258,70115
56260,59611
56262,57461
56263,67280
56264,66948
56265,63091
56266,63451
56267,75423
56270,55150
56271,72114
56273,70498
56274,65910
56276,64151
56277,62790
56278,57790
56279,60206
56280,73553
56281,74098
56282,63446
56283,60311
56284,65973
56285,59396
56287,48859
56288,87582
56289,71363
56291,62852
56292,56849
56293,69761
56294,64723
56295,56427
56296,65111
56297,69031
56301,68079
56303,56395
56304,55260
56307,67678
56308,65729
56309,70297
56310,83422
56311,58657
56312,64393
56313,34000
56314,65444
56315,68943
56316,58903
56318,71942
56319,74023
56320,77903
56321,No Data
56323,63637
56324,75844
56325,62138
56326,63209
56327,84542
56328,61888
56329,66660
56330,70211
56331,79049
56332,87911
56334,63744
56335,53328
56336,75341
56338,55261
56339,57542
56340,70531
56342,52993
56343,58066
56345,55061
56347,54948
56349,70749
56350,52012
56352,61307
56353,63257
56354,60480
56355,59784
56356,50968
56357,66711
56358,56805
56359,49048
56360,57489
56361,53384
56362,63916
56363,59072
56364,60590
56367,77068
56368,71876
56369,42581
56371,55227
56373,67838
56374,70739
56375,75173
56376,66214
56377,88559
56378,64801
56379,64199
56381,69706
56382,57765
56384,52637
56385,68253
56386,47161
56387,52903
56389,59294
56401,59249
56425,81738
56431,58834
56433,55806
56434,59824
56435,51046
56436,31141
56437,49001
56438,56674
56440,51548
56441,54010
56442,86568
56443,61291
56444,63449
56446,57808
56447,54652
56448,54897
56449,63750
56450,49916
56452,58565
56453,56738
56455,50744
56456,34383
56458,50013
56461,61477
56464,48100
56465,61207
56466,53060
56467,62425
56468,77916
56469,53109
56470,57365
56472,65636
56473,60487
56474,54598
56475,60253
56477,51382
56479,52780
56481,53774
56482,49304
56484,56842
56501,63648
56510,59338
56511,73709
56514,70857
56515,66355
56516,52449
56517,64631
56518,67420
56519,58404
56520,56388
56521,53439
56522,65263
56523,62567
56524,63805
56525,72339
56527,48513
56528,65206
56529,53217
56531,60993
56533,58045
56534,77323
56535,61956
56536,80154
56537,63776
56540,56168
56541,45294
56542,54070
56543,62284
56544,61990
56545,66397
56546,75323
56547,80407
56548,60549
56549,78223
56550,63061
56551,52588
56552,85118
56553,66262
56554,72985
56556,52674
56557,50609
56560,63665
56565,60189
56566,40178
56567,57665
56568,57591
56569,52402
56570,58444
56571,65907
56572,63651
56573,69500
56574,67492
56575,56989
56576,62833
56577,109264
56578,63612
56579,64860
56580,84388
56581,45154
56583,96622
56584,53198
56585,59879
56586,70712
56587,62954
56588,65081
56589,56339
56590,88379
56591,35158
56592,50196
56593,32827
56594,88452
56601,61519
56621,53784
56623,50503
56626,33997
56627,35720
56628,55654
56629,62558
56630,48143
56633,46964
56634,57369
56636,55808
56637,52510
56639,39787
56641,44829
56644,53137
56646,53182
56647,60042
56649,57264
56650,51407
56651,48896
56652,57137
56653,50379
56654,50510
56655,55361
56657,64590
56658,No Data
56659,76931
56660,44507
56661,52784
56662,51740
56663,40019
56666,26220
56667,61190
56668,59161
56669,42752
56670,43472
56671,33861
56672,52975
56673,64557
56676,61440
56678,58016
56680,48112
56681,55396
56683,62949
56684,50848
56685,42648
56686,57802
56687,61979
56688,46903
56701,60270
56710,64394
56711,No Data
56713,68705
56714,49520
56715,59002
56716,64505
56720,47767
56721,65415
56722,66097
56723,87760
56724,43200
56725,59893
56726,68175
56727,60276
56728,75781
56729,46435
56731,71145
56732,52396
56733,72173
56734,49434
56735,69264
56736,63498
56737,56198
56738,62891
56741,No Data
56742,53927
56744,71034
56748,57354
56750,60909
56751,66122
56754,67001
56755,63211
56756,59113
56757,72113
56758,56422
56759,70641
56760,60723
56761,58799
56762,62394
56763,60345
57001,60578
57002,64826
57003,89342
57004,72875
57005,82651
57006,60588
57010,73592
57012,74546
57013,71289
57014,59644
57015,79216
57016,71583
57017,69892
57018,76053
57020,82103
57021,83685
57022,72192
57024,52074
57025,72812
57026,62505
57027,51094
57028,58374
57029,59093
57030,99366
57031,60329
57032,86059
57033,79034
57034,75026
57035,70407
57036,69074
57037,66568
57038,107629
57039,81237
57040,50199
57041,71459
57042,63011
57043,62220
57045,51460
57046,60144
57047,53354
57048,79479
57049,111844
57050,70700
57051,76926
57052,65441
57053,65000
57054,72966
57055,92128
57057,114431
57058,78789
57059,65526
57061,64349
57062,56839
57063,53398
57064,90769
57065,56603
57066,57486
57067,80109
57068,77230
57069,50111
57070,51316
57071,75512
57072,68355
57073,85363
57075,89300
57076,124494
57077,65916
57078,64020
57103,70914
57104,43881
57105,70673
57106,66777
57107,64559
57108,109724
57110,77066
57117,No Data
57197,No Data
57201,60524
57212,65516
57213,66403
57214,56891
57216,69252
57217,62480
57218,65868
57219,54885
57220,62491
57221,78786
57223,64991
57224,129571
57225,75379
57226,63360
57227,66487
57231,68264
57232,63272
57233,47885
57234,71341
57235,62249
57236,95052
57237,86250
57238,63491
57239,69180
57241,65528
57242,106278
57243,71149
57245,67835
57246,93593
57247,94938
57248,80887
57249,60056
57251,46167
57252,58990
57255,96715
57256,58808
57257,46675
57258,47467
57259,69366
57260,66286
57261,40884
57262,53463
57263,48558
57264,43458
57265,53851
57266,53393
57268,55940
57269,86456
57270,58979
57271,50831
57272,53491
57273,45258
57274,49041
57276,67903
57278,53850
57279,61530
57301,58989
57311,81016
57312,65169
57313,55203
57314,70072
57315,61366
57317,46719
57319,58295
57321,53339
57322,67861
57323,45889
57324,67447
57325,59565
57328,69081
57329,54386
57330,78871
57331,88721
57332,60776
57334,67827
57335,37868
57337,69686
57339,39633
57340,55923
57341,41700
57342,65133
57344,60463
57345,66849
57346,46633
57348,72345
57349,70974
57350,55878
57353,67223
57355,51496
57356,42984
57358,46504
57359,67367
57361,29389
57362,55583
57363,67592
57364,14142
57365,59140
57366,68306
57367,70312
57368,62091
57369,55625
57370,54100
57371,63821
57373,75918
57374,52094
57375,59348
57376,55350
57379,40241
57380,49844
57381,51029
57382,68147
57383,51062
57384,78911
57385,51037
57386,82962
57401,63756
57420,55554
57421,34855
57422,40191
57424,88057
57426,38055
57427,77386
57428,68746
57429,55845
57430,74128
57432,87601
57433,67727
57434,67901
57435,53393
57436,84175
57437,51035
57438,66980
57439,No Data
57440,71316
57441,60467
57442,66200
57445,75730
57446,44851
57448,55148
57449,86348
57450,61772
57451,70079
57452,47540
57454,61001
57455,45883
57456,44768
57457,125617
57460,84146
57461,98453
57465,97769
57466,64380
57467,73298
57468,95183
57469,57081
57470,40984
57471,62353
57472,54269
57473,56005
57474,75816
57475,36611
57476,85468
57477,75517
57479,82289
57481,65927
57501,71284
57520,60579
57521,67629
57522,59586
57523,57721
57528,53181
57529,64648
57531,62707
57532,74373
57533,48139
57534,35858
57536,51933
57537,52413
57538,51541
57540,89511
57541,27454
57543,59492
57544,66394
57547,95647
57548,45269
57551,54784
57552,52533
57553,84161
57555,42260
57559,45618
57560,45810
57562,61250
57563,26845
57564,86820
57566,28107
57567,53980
57568,59281
57569,76753
57570,38309
57571,47900
57572,30543
57574,61477
57576,45975
57577,47920
57579,41228
57580,53671
57584,66852
57585,49696
57601,61922
57620,59440
57621,21932
57622,21330
57623,53772
57625,42233
57626,53364
57630,61241
57631,62903
57632,67066
57633,75743
57634,316952
57636,39931
57638,54946
57639,29676
57640,58724
57641,49566
57642,39372
57644,67152
57645,51811
57646,123736
57648,49616
57649,61923
57650,36411
57651,55002
57652,60151
57656,57539
57657,81282
57658,31563
57660,56691
57661,67220
57701,51558
57702,86101
57703,65949
57706,44101
57714,31132
57716,105225
57717,52991
57718,70409
57719,61129
57720,52345
57722,98441
57724,65348
57725,52838
57730,57162
57732,57929
57735,48170
57738,43397
57741,No Data
57744,65766
57745,64967
57747,58892
57748,48725
57750,40812
57751,67848
57752,32918
57754,52267
57755,71258
57756,22047
57758,87761
57759,92727
57760,53988
57761,76896
57762,56568
57763,72728
57764,41719
57766,58501
57767,79194
57769,74654
57770,37759
57772,37260
57773,80135
57775,62768
57776,No Data
57779,62752
57780,102487
57782,30729
57783,64767
57785,60780
57787,60998
57788,45918
57790,62702
57791,100441
57792,89527
57793,98623
57794,26646
57799,No Data
58001,91647
58002,No Data
58004,100455
58005,90828
58006,86964
58007,83377
58008,84459
58009,No Data
58011,81845
58012,78399
58013,103338
58015,79483
58016,82338
58017,53106
58018,96589
58021,69063
58027,68091
58029,66721
58030,63658
58031,76701
58032,73476
58033,95151
58035,59278
58036,109321
58038,79547
58040,71416
58041,69879
58042,96917
58043,97697
58045,74111
58046,93968
58047,138170
58048,82434
58049,59179
58051,115959
58052,84074
58053,57785
58054,64436
58056,76214
58057,80641
58058,66623
58059,81973
58060,72168
58061,74111
58062,62215
58063,47445
58064,78289
58065,55718
58067,64968
58068,63416
58069,76214
58071,61590
58072,75383
58075,65844
58076,No Data
58077,84366
58078,81629
58079,111803
58081,64097
58102,61554
58103,58460
58104,91385
58105,No Data
58201,72039
58202,No Data
58203,48349
58204,51376
58205,No Data
58210,60099
58212,58967
58214,89010
58216,69264
58218,72150
58219,58969
58220,63812
58222,71508
58223,121247
58224,53661
58225,63511
58227,79717
58228,71244
58229,80234
58230,61912
58231,67086
58233,106386
58235,55244
58237,59745
58238,64889
58239,87128
58240,59486
58241,94505
58243,66165
58244,70628
58249,77252
58250,99873
58251,59012
58254,51171
58256,81755
58257,70841
58258,70293
58259,67489
58260,102371
58261,70538
58262,67266
58265,74809
58266,63002
58267,69613
58269,82015
58270,64326
58271,72342
58272,49373
58273,53299
58274,67503
58275,68653
58276,58365
58277,47443
58278,111298
58281,54126
58282,51077
58301,59632
58311,82252
58316,40462
58317,79096
58318,72019
58321,79664
58323,138753
58324,64923
58325,53303
58327,137492
58329,39147
58330,72057
58331,97392
58332,54279
58335,29618
58338,157420
58339,113805
58341,50383
58343,43956
58344,70645
58345,71234
58346,67184
58348,66714
58351,73333
58352,92066
58353,100558
58355,122390
58356,64718
58357,59890
58361,79088
58362,No Data
58363,94666
58365,72750
58366,64176
58367,57773
58368,52922
58369,51707
58370,46287
58372,78351
58374,63996
58377,96186
58379,43947
58380,64916
58381,93602
58382,74587
58384,64504
58385,64835
58386,65711
58401,63894
58402,No Data
58405,No Data
58413,52890
58415,74015
58416,66275
58418,84356
58420,117230
58421,67110
58422,103159
58423,111733
58424,56729
58425,63531
58426,95013
58428,73516
58429,79733
58430,70686
58431,71784
58433,69269
58436,51590
58438,76199
58439,73928
58440,75685
58441,72489
58442,48799
58443,66614
58444,61130
58445,64571
58448,74135
58451,75239
58452,No Data
58454,58872
58455,90172
58456,79749
58458,69691
58460,62366
58461,70250
58463,65527
58464,53683
58466,88884
58467,66870
58472,71623
58474,68904
58475,84426
58476,106041
58477,50129
58478,69966
58479,57402
58480,68633
58481,68498
58482,75311
58483,50803
58484,43436
58486,66512
58487,66774
58488,53209
58490,79750
58492,98116
58494,54824
58495,63658
58496,107149
58497,99509
58501,73793
58503,91222
58504,75987
58505,No Data
58520,48838
58521,78115
58523,75375
58524,28027
58528,36161
58529,69617
58530,66742
58531,116889
58532,65287
58533,60824
58535,73292
58538,66769
58540,55757
58541,65187
58542,75475
58544,66625
58545,77225
58549,84342
58552,47372
58554,74360
58558,97031
58559,68086
58560,65027
58561,76415
58562,69309
58563,66167
58564,73257
58565,63374
58566,97702
58568,52845
58569,60197
58570,89610
58571,66590
58572,77676
58573,86109
58575,72766
58576,65540
58577,82268
58579,75463
58580,63329
58581,49657
58601,83289
58620,91910
58621,64674
58622,86444
58623,72122
58625,68002
58626,78841
58627,88565
58630,81609
58631,58877
58632,54337
58634,99470
58636,88539
58638,66764
58639,71708
58640,93151
58641,53555
58642,110071
58643,59447
58645,109500
58646,67138
58647,69234
58649,60882
58650,79193
58651,124544
58652,67797
58653,79288
58654,84197
58655,74699
58656,73712
58701,72079
58702,No Data
58703,78855
58704,48180
58705,No Data
58707,No Data
58710,64300
58711,81466
58712,60745
58713,47786
58716,56989
58718,91765
58721,73538
58722,89337
58723,49389
58725,86205
58727,59319
58730,76563
58731,69935
58733,93917
58734,89719
58735,72928
58736,55543
58737,60027
58740,77980
58741,63631
58744,59933
58746,70798
58748,84346
58750,82910
58752,104653
58755,91978
58756,54974
58757,47046
58758,84663
58759,65607
58760,55233
58761,74634
58762,74059
58763,71080
58765,90149
58768,96657
58769,83523
58770,79643
58771,80324
58772,62077
58773,76294
58775,67858
58776,91711
58778,80270
58779,72981
58781,90315
58782,76008
58783,83413
58784,90618
58785,82906
58787,84017
58788,68741
58789,69669
58790,71120
58792,56529
58793,67737
58794,74989
58795,123316
58801,107335
58830,211328
58831,100035
58833,99207
58835,138260
58838,118404
58843,111636
58844,82524
58845,75988
58847,113384
58849,82043
58852,94866
58853,73395
58854,104698
58856,97683
59001,71618
59002,45666
59003,57059
59006,54927
59007,48537
59008,45355
59010,54473
59011,63167
59012,46514
59013,75990
59014,62244
59015,62452
59016,49491
59018,44130
59019,66267
59020,57910
59022,57996
59024,49882
59025,54542
59026,59575
59027,47810
59028,67821
59029,65775
59030,53504
59031,40957
59032,50303
59033,54772
59034,58259
59035,26838
59036,46378
59037,85785
59038,48883
59039,49694
59041,61881
59043,41180
59044,67609
59046,44466
59047,57611
59050,66705
59052,68403
59053,56142
59054,54527
59055,97254
59057,64946
59058,77889
59059,57149
59061,70626
59062,160322
59063,73569
59064,89073
59065,42421
59066,48449
59067,61327
59068,59784
59069,69040
59070,57913
59071,105498
59072,53560
59074,52425
59075,57530
59076,40986
59077,62004
59078,34167
59079,73692
59081,No Data
59082,36614
59085,40895
59086,69745
59087,50585
59088,56206
59089,48795
59101,56327
59102,66401
59105,73258
59106,125441
59201,53816
59211,68610
59212,91247
59213,41885
59214,56760
59215,58936
59217,51602
59218,71906
59219,116516
59221,59219
59222,57524
59223,65889
59225,47444
59226,69113
59230,64422
59231,36982
59240,85380
59241,51538
59242,105874
59243,89229
59244,46070
59247,54800
59248,55685
59250,47231
59252,45472
59253,66159
59254,61916
59255,38410
59256,77191
59257,No Data
59258,84262
59259,70715
59260,131672
59261,54338
59262,60877
59263,64624
59270,83292
59274,71825
59275,58630
59276,No Data
59301,58423
59311,68308
59312,89913
59313,68256
59314,79232
59315,67194
59317,58425
59318,64650
59322,56112
59323,82524
59324,60822
59326,48291
59327,61360
59330,63564
59332,72163
59333,59488
59336,78159
59337,60929
59338,49738
59339,70687
59343,58078
59344,120051
59347,63998
59349,49070
59351,38238
59353,53862
59354,80239
59401,52141
59404,70113
59405,53006
59410,70051
59411,37288
59412,74466
59414,33955
59416,107781
59417,38775
59418,54194
59419,77709
59420,88292
59421,64696
59422,52729
59424,74518
59425,55141
59427,65141
59430,68157
59432,51739
59433,64812
59434,52028
59436,60588
59440,59008
59441,40152
59442,63007
59443,60850
59444,44941
59446,44677
59447,72965
59448,37247
59450,69160
59451,54663
59452,60011
59453,48317
59454,66470
59456,38828
59457,55226
59460,50013
59461,No Data
59462,76303
59463,125137
59464,61249
59465,38939
59466,48028
59467,49607
59468,67371
59469,70542
59471,61215
59472,58263
59474,55904
59477,43720
59479,53179
59480,81605
59482,62123
59483,67227
59484,100534
59485,87127
59486,56475
59487,57749
59489,60698
59501,55706
59520,62344
59521,45658
59522,61666
59523,51716
59524,43337
59525,52858
59526,39876
59527,39624
59528,45669
59529,134869
59530,45856
59531,74758
59532,51754
59535,41569
59537,102583
59538,51052
59540,51669
59542,55828
59544,61802
59545,39556
59546,36438
59547,58079
59601,65903
59602,71995
59631,43766
59632,56663
59633,76580
59634,100148
59635,63590
59636,No Data
59638,105258
59639,42562
59640,101964
59642,20325
59643,59988
59644,55580
59645,46230
59647,103241
59648,57935
59701,51688
59703,96723
59710,73911
59711,54690
59713,49538
59714,70272
59715,76830
59716,81982
59718,67275
59720,128072
59721,69293
59722,52713
59724,74489
59725,56222
59727,64456
59728,62546
59729,97189
59730,76438
59731,53436
59732,43509
59733,49102
59735,52319
59736,58736
59739,46807
59740,67922
59741,71960
59743,46293
59745,44880
59746,62829
59747,52061
59748,64986
59749,54616
59750,62765
59751,34159
59752,68215
59754,58100
59755,46585
59756,No Data
59758,57851
59759,57652
59760,52834
59761,58841
59762,73702
59801,49843
59802,55997
59803,80249
59804,78424
59808,70647
59820,55278
59821,54650
59823,54823
59824,46044
59825,61194
59826,78235
59827,46588
59828,51866
59829,55358
59830,27228
59831,35619
59832,52041
59833,75708
59834,76126
59837,59906
59840,46675
59841,42687
59842,85580
59843,45428
59844,46157
59845,32699
59846,65243
59847,72450
59848,29051
59851,40470
59853,54137
59854,68241
59855,29010
59856,37298
59858,54634
59859,43900
59860,55937
59863,35258
59864,51175
59865,50444
59866,58300
59867,No Data
59868,55893
59870,53174
59871,48983
59872,43723
59873,41313
59874,49475
59875,47292
59901,58281
59910,64060
59911,67110
59912,55551
59913,51400
59914,48197
59915,59772
59916,77657
59917,46394
59918,46616
59919,35228
59920,67917
59922,106598
59923,50224
59925,57229
59926,49965
59927,62730
59928,73222
59929,82263
59930,41578
59931,66214
59932,79179
59933,44978
59934,47391
59935,45338
59936,65647
59937,68389
60002,87474
60004,105466
60005,91893
60007,81256
60008,74866
60010,181857
60012,129277
60013,112675
60014,98326
60015,173095
60016,73709
60018,68186
60020,65615
60021,104726
60022,298895
60025,123956
60026,147490
60029,164979
60030,98178
60031,99828
60033,60725
60034,68496
60035,176111
60040,75738
60041,70312
60042,71092
60043,309513
60044,142501
60045,244216
60046,98025
60047,158438
60048,161570
60050,77469
60051,83390
60053,88354
60056,88979
60060,100348
60061,115566
60062,142422
60064,43995
60067,118446
60068,118532
60069,147055
60070,79063
60071,73753
60072,89203
60073,76168
60074,81148
60076,94332
60077,71478
60081,101929
60083,118350
60084,91492
60085,50709
60087,68666
60088,71104
60089,117544
60090,71803
60091,188450
60093,252755
60096,88457
60097,74415
60098,77978
60099,64585
60101,72396
60102,112631
60103,110262
60104,59488
60106,68872
60107,87273
60108,90185
60109,74058
60110,72977
60111,84822
60112,71599
60113,58931
60115,53728
60118,96399
60119,113545
60120,66205
60123,66186
60124,120431
60126,127908
60129,106109
60130,75362
60131,67395
60133,76601
60134,124557
60135,67090
60136,112288
60137,129648
60139,69904
60140,97608
60141,No Data
60142,93901
60143,95984
60144,75321
60145,88141
60146,70132
60148,86269
60150,60842
60151,81445
60152,80667
60153,58067
60154,82482
60155,65000
60156,95387
60157,98283
