ZCTA,Mean Household Income
20024,92243
20032,45444
20036,104558
20037,136628
20045,No Data
20052,No Data
20053,No Data
20057,No Data
20064,No Data
20105,140053
20106,93368
20109,77868
20110,93067
20111,100166
20112,150536
20115,124980
20117,141133
20118,No Data
20119,122891
20120,137837
20121,108771
20124,200476
20129,171532
20130,79728
20132,145690
20135,117760
20136,140981
20137,138228
20139,81248
20141,137219
20143,138753
20144,130128
20147,142223
20148,173277
20151,147084
20152,156320
20155,138993
20158,140392
20164,96859
20165,152655
20166,114012
20169,155585
20170,137168
20171,164795
20175,142355
20176,141604
20180,146577
20181,131558
20184,174611
20186,109085
20187,141882
20190,117636
20191,131167
20194,175323
20197,195033
20198,96487
20202,No Data
20204,No Data
20228,No Data
20230,No Data
20240,No Data
20245,No Data
20260,No Data
20307,No Data
20317,31647
20319,No Data
20373,No Data
20390,No Data
20405,No Data
20418,No Data
20427,No Data
20506,No Data
20510,No Data
20520,No Data
20535,No Data
20540,No Data
20551,No Data
20553,No Data
20560,No Data
20565,No Data
20566,No Data
20593,No Data
20601,108744
20602,84618
20603,116195
20606,52733
20607,134363
20608,79975
20609,75274
20611,87139
20612,72394
20613,119588
20615,139478
20616,99896
20617,88709
20618,124261
20619,104401
20620,91241
20621,87941
20622,108871
20623,138367
20624,83655
20625,74536
20626,167891
20628,70091
20629,164121
20630,131088
20632,68837
20634,96309
20636,118571
20637,134920
20639,133172
20640,79715
20645,124251
20646,116518
20650,120690
20653,84429
20657,94791
20658,115639
20659,104563
20660,No Data
20662,92327
20664,80049
20667,80950
20670,70756
20674,96064
20675,97565
20676,98691
20677,146991
20678,95513
20680,97328
20684,87090
20685,123179
20686,No Data
20687,68111
20688,81893
20689,125189
20690,139639
20692,99266
20693,116322
20695,109052
20701,No Data
20705,88956
20706,81875
20707,92158
20708,82219
20710,55732
20711,94536
20712,60364
20714,85211
20715,119327
20716,105766
20720,142934
20721,143513
20722,69208
20723,125430
20724,109609
20732,108211
20733,106582
20735,114022
20736,127635
20737,74228
20740,76218
20742,No Data
20743,67788
20744,107267
20745,69808
20746,70448
20747,69289
20748,76969
20751,129643
20754,124996
20755,74784
20758,103709
20759,159255
20762,79503
20763,82062
20764,103160
20765,102434
20769,118082
20770,77222
20772,112078
20774,107188
20776,118628
20777,188744
20778,138231
20779,129685
20781,80415
20782,80736
20783,70196
20784,71323
20785,73921
20794,93999
20812,165297
20814,167468
20815,216002
20816,243432
20817,228909
20818,198430
20832,140355
20833,171466
20837,155621
20838,169975
20839,98233
20841,153077
20842,119344
20850,133279
20851,96587
20852,123856
20853,125729
20854,257399
20855,147399
20860,139320
20861,204923
20862,162030
20866,114439
20868,172197
20871,147483
20872,120297
20874,97992
20876,112536
20877,83440
20878,147205
20879,97936
20880,127549
20882,164059
20886,95128
20895,154017
20896,186519
20899,20828
20901,111814
20902,97482
20903,75222
20904,92825
20905,138461
20906,91141
20910,99253
20912,92540
21001,72259
21005,90676
21009,97080
21010,104563
21012,122638
21013,122573
21014,99724
21015,124842
21017,88653
21028,114069
21029,204681
21030,102624
21031,No Data
21032,169438
21034,77816
21035,205529
21036,148013
21037,125676
21040,63493
21042,171918
21043,125574
21044,121425
21045,105727
21046,121046
21047,134809
21048,116967
21050,111764
21051,97188
21052,56045
21053,101885
21054,131277
21056,949991
21057,129614
21060,77163
21061,74425
21071,104952
21074,96975
21075,108350
21076,121038
21077,83701
21078,85511
21082,186451
21084,107405
21085,84330
21087,113446
21090,90476
21093,115857
21102,95889
21104,137766
21105,No Data
21108,130346
21111,161539
21113,113035
21114,119890
21117,103667
21120,137171
21122,103304
21128,109593
21130,56569
21131,165778
21132,111184
21133,86853
21136,102739
21140,144232
21144,105649
21146,146952
21152,125349
21153,352503
21154,93110
21155,83397
21156,83082
21157,88077
21158,93281
21160,89488
21161,111740
21162,89062
21163,145793
21201,47309
21202,52751
21204,108412
21205,34465
21206,59077
21207,63540
21208,99269
21209,104384
21210,137958
21211,68047
21212,101378
21213,43781
21214,70619
21215,49766
21216,45861
21217,44691
21218,58345
21219,74515
21220,70653
21221,62808
21222,57987
21223,38786
21224,73131
21225,51089
21226,68836
21227,69471
21228,93684
21229,54384
21230,88425
21231,80144
21234,70411
21236,81986
21237,73786
21239,62316
21240,No Data
21244,71785
21250,No Data
21251,No Data
21252,No Data
21286,95637
21401,114109
21402,106070
21403,115418
21405,274381
21409,124886
21502,55341
21520,62500
21521,51868
21522,71464
21523,52221
21524,51184
21529,61496
21530,48479
21531,47727
21532,52859
21536,58661
21538,55061
21539,50757
21540,41298
21541,79569
21542,50025
21543,50313
21545,60973
21550,58227
21555,57234
21557,55933
21561,84997
21562,59068
21601,80816
21607,89066
21610,67892
21612,57746
21613,60569
21617,106756
21619,99325
21620,67124
21622,43676
21623,99376
21624,99652
21625,72176
21626,39552
21627,61747
21628,81834
21629,71330
21631,71614
21632,55877
21634,106274
21635,87284
21636,68006
21638,115217
21639,62631
21640,52697
21641,59436
21643,63548
21644,No Data
21645,86647
21647,85216
21648,64064
21649,56077
21650,81197
21651,76984
21652,188380
21653,89086
21654,111201
21655,77949
21657,81316
21658,124425
21659,64422
21660,76037
21661,70155
21662,122246
21663,104834
21664,54847
21665,133177
21666,111871
21667,98367
21668,74326
21669,67130
21671,92844
21672,34097
21673,94090
21675,28189
21676,59927
21677,109765
21678,72669
21679,112941
21701,89462
21702,88972
21703,90729
21704,126786
21705,No Data
21710,116710
21711,68817
21713,96110
21714,No Data
21716,69870
21717,No Data
21718,95994
21719,67585
21722,71924
21723,147511
21727,66313
21733,108966
21734,55144
21737,232326
21738,245057
21740,57425
21742,84200
21746,No Data
21750,50921
21754,149312
21755,110606
21756,92699
21757,89299
21758,101420
21762,87862
21766,43377
21767,38380
21769,127337
21770,126046
21771,124966
21773,104996
21774,121787
21776,99568
21777,110727
21778,92968
21779,127491
21780,67411
21781,No Data
21782,78059
21783,83836
21784,120965
21787,83433
21788,82131
21790,38061
21791,90329
21793,97547
21794,189049
21795,68448
21797,146688
21798,114567
21801,75852
21802,No Data
21804,65332
21810,73674
21811,78785
21813,91732
21814,38880
21817,47585
21821,44013
21822,66939
21824,38256
21826,66391
21829,52823
21830,77811
21835,70695
21837,73802
21838,76980
21840,62493
21841,69093
21842,100691
21849,65331
21850,58963
21851,58231
21853,43740
21856,64842
21861,57086
21862,51677
21863,64933
21864,75792
21865,63572
21866,52605
21867,No Data
21869,89417
21871,55852
21872,66986
21874,68286
21875,60498
21890,No Data
21901,79644
21902,No Data
21903,73318
21904,85170
21911,75976
21912,90711
21913,50683
21914,77854
21915,83436
21916,No Data
21917,99723
21918,79276
21919,73326
21920,55556
21921,76287
21930,73071
22003,115825
22015,135725
22025,128809
22026,98194
22027,212496
22030,131101
22031,126518
22032,148125
22033,124779
22035,No Data
22039,236730
22041,87336
22042,116127
22043,133009
22044,100294
22046,156132
22060,101744
22066,294682
22079,127601
22101,256922
22102,186573
22124,198355
22125,114371
22134,68166
22150,106711
22151,120818
22152,132901
22153,148770
22172,92127
22180,161724
22181,170308
22182,205713
22185,No Data
22191,98452
22192,118195
22193,106805
22201,150615
22202,132939
22203,115005
22204,94475
22205,172045
22206,115928
22207,217466
22209,131265
22211,63861
22213,188925
22214,No Data
22301,147320
22302,127338
22303,100003
22304,98409
22305,110066
22306,89242
22307,147472
22308,194248
22309,106444
22310,127373
22311,83059
22312,98948
22314,151716
22315,145244
22401,71366
22405,102720
22406,103734
22407,91037
22408,95961
22427,54190
22432,51925
22433,65021
22435,51868
22436,60194
22437,62513
22438,54904
22443,58644
22448,69717
22454,48526
22460,55641
22469,36345
22473,67145
22476,52163
22480,75876
22482,55579
22485,100586
22488,78495
22503,63138
22504,95632
22508,92608
22509,No Data
22511,68090
22514,71034
22520,66802
22529,33587
22530,46775
22534,67964
22535,81201
22538,140040
22539,67828
22542,76167
22546,76452
22548,No Data
22551,87720
22553,107291
22554,121839
22556,116017
22560,52449
22567,66288
22572,61692
22576,61308
22578,78203
22579,No Data
22580,66340
22601,65559
22602,86911
22603,79533
22610,68486
22611,92688
22620,103901
22623,81466
22624,78331
22625,88715
22627,110298
22630,74214
22637,75385
22639,211131
22640,95743
22641,60538
22642,83820
22643,83950
22644,70529
22645,81200
22646,143638
22650,61765
22652,68217
22654,102672
22655,84143
22656,78696
22657,62922
22660,65706
22663,72664
22664,54473
22701,76500
22709,59042
22711,No Data
22712,84607
22713,75087
22714,79932
22715,80546
22716,72448
22718,88384
22719,39909
22720,98330
22722,100269
22723,No Data
22724,120282
22726,44314
22727,57863
22728,104274
22729,70413
22730,No Data
22731,No Data
22732,86207
22733,79744
22734,70643
22735,81364
22736,75070
22737,75195
22738,61110
22740,59472
22741,76574
22742,127639
22743,137886
22747,75452
22749,178436
22801,65017
22802,58450
22807,No Data
22810,61449
22811,54444
22812,81501
22815,67805
22820,39201
22821,66247
22824,64591
22827,58068
22830,53061
22831,66163
22832,73488
22834,74761
22835,58690
22840,117959
22841,66362
22842,55507
22843,67132
22844,59579
22845,No Data
22846,97593
22847,63155
22849,56354
22850,68627
22851,44271
22853,52690
22901,89093
22902,73613
22903,78902
22904,72486
22911,100049
22920,75901
22922,46264
22923,81572
22931,107651
22932,86988
22935,57172
22936,120898
22937,46735
22938,62297
22939,82416
22940,83557
22942,73964
22943,68353
22946,121300
22947,137041
22948,58706
22949,77595
22952,63934
22958,110190
22959,152145
22960,60949
22963,84201
22964,68697
22967,59110
22968,82591
22969,61429
22971,46014
22972,96071
22973,66031
22974,93312
22976,36457
22980,56159
22989,No Data
23002,70981
23004,54068
23005,77854
23009,83592
23011,82163
23015,78927
23021,74494
23022,54242
23023,58030
23024,66404
23025,67380
23027,62172
23030,63013
23032,49295
23035,58386
23038,61295
23039,111325
23040,61007
23043,64268
23045,No Data
23047,83890
23050,72988
23055,64112
23056,84398
23059,130927
23060,93974
23061,76983
23062,57988
23063,73166
23064,126144
23065,92660
23066,70217
23068,63514
23069,86977
23070,132954
23071,97833
23072,75418
23075,50499
23076,68551
23079,78240
23083,54232
23084,60315
23085,64951
23086,68132
23089,81322
23091,58375
23092,59859
23093,65688
23102,107177
23103,161297
23106,48690
23108,71199
23109,79447
23110,62184
23111,81423
23112,95593
23113,149893
23114,106298
23115,34552
23116,113077
23117,82109
23119,144518
23120,130109
23123,59350
23124,82233
23125,No Data
23126,62469
23128,96166
23129,136007
23130,56954
23138,80667
23139,89495
23140,87636
23141,87526
23146,101740
23148,56148
23149,62677
23150,64460
23153,123471
23156,64815
23160,No Data
23161,80619
23163,72822
23168,95080
23169,59030
23173,No Data
23175,54586
23176,52423
23177,53480
23180,54764
23181,64414
23185,99098
23187,No Data
23188,91081
23192,94611
23219,49298
23220,61834
23221,93276
23222,46447
23223,49846
23224,40123
23225,56232
23226,131392
23227,64168
23228,55780
23229,111599
23230,72255
23231,67163
23233,118744
23234,58024
23235,88848
23236,88334
23237,63561
23238,98540
23250,No Data
23294,61652
23301,60111
23302,No Data
23303,69261
23304,60291
23306,73048
23307,41768
23308,41701
23310,52441
23313,46468
23314,100242
23315,61394
23316,32529
23320,80824
23321,82828
23322,106747
23323,80689
23324,48645
23325,67899
23336,64159
23337,39517
23347,44810
23350,49175
23354,102996
23356,87114
23357,32654
23358,No Data
23359,54988
23389,No Data
23395,31883
23398,No Data
23401,18236
23405,57914
23407,81063
23408,No Data
23409,33540
23410,49342
23413,72526
23414,25059
23415,47862
23416,47915
23417,53853
23418,69520
23420,51406
23421,52571
23422,33762
23423,56404
23426,47004
23427,42275
23430,83609
23432,97180
23433,90052
23434,67368
23435,104062
23436,140381
23437,70504
23438,66177
23440,46042
23441,25273
23442,43505
23451,91584
23452,81083
23453,78558
23454,89854
23455,86093
23456,106897
23457,99191
23459,52789
23460,No Data
23461,No Data
23462,66295
23464,81836
23480,37630
23486,58471
23487,61987
23488,17535
23502,58805
23503,55713
23504,40903
23505,61916
23507,91415
23508,75209
23509,66706
23510,72311
23511,76873
23513,50263
23517,60240
23518,65097
23523,40545
23551,No Data
23601,62960
23602,75971
23603,70859
23604,50267
23605,47687
23606,77487
23607,38533
23608,60528
23651,122621
23661,54009
23662,100289
23663,48491
23664,78921
23665,62744
23666,64853
23669,60011
23690,57631
23691,56933
23692,94450
23693,111912
23696,105273
23701,57278
23702,44207
23703,69698
23704,48729
23707,56217
23708,No Data
23709,No Data
23801,61453
23803,50575
23805,58927
23806,No Data
23821,54879
23824,48010
23827,42345
23828,53729
23829,67936
23830,78065
23831,77623
23832,93387
23833,65435
23834,71547
23836,100437
23837,64295
23838,117090
23839,59431
23840,52836
23841,59055
23842,75462
23843,44004
23844,38881
23845,38789
23846,65974
23847,46947
23850,59876
23851,52426
23856,51762
23857,37833
23860,55232
23866,68409
23867,48489
23868,45137
23872,52990
23874,57662
23875,73155
23876,74236
23878,70973
23879,53247
23881,52730
23882,52565
23883,68006
23884,72319
23885,66569
23887,46356
23888,49643
23889,49950
23890,47817
23891,No Data
23893,31946
23894,90989
23897,47862
23898,72921
23899,54285
23901,50169
23909,No Data
23915,50529
23917,43392
23919,53499
23920,49042
23921,40943
23922,43846
23923,38701
23924,44664
23927,54887
23930,54207
23934,47824
23936,49941
23937,35575
23938,51128
23942,52299
23943,No Data
23944,50128
23947,48222
23950,44097
23952,48296
23954,57594
23958,48705
23959,47592
23960,56104
23962,27735
23963,77705
23964,61662
23966,56835
23967,48740
23968,37272
23970,54267
23974,50219
23976,43081
24011,142112
24012,54062
24013,37428
24014,70741
24015,65102
24016,38397
24017,42189
24018,85170
24019,70239
24020,No Data
24053,37327
24054,42806
24055,39963
24058,54912
24059,69000
24060,60701
24064,75875
24065,66506
24066,58221
24067,48822
24069,53542
24070,71977
24072,59201
24073,66681
24076,30521
24077,62237
24078,51228
24079,55835
24082,46171
24083,104641
24084,61998
24085,57964
24086,33447
24087,54064
24088,44935
24089,37997
24090,115443
24091,57087
24092,47741
24093,46135
24095,67530
24101,74806
24102,45919
24104,67701
24105,39330
24112,45780
24120,38271
24121,74797
24122,63459
24124,54251
24127,52387
24128,67953
24130,No Data
24131,No Data
24132,24503
24133,50240
24134,63559
24136,55879
24137,77467
24138,61763
24139,53446
24141,49863
24142,No Data
24147,54277
24148,48718
24149,68360
24150,41344
24151,51750
24153,69981
24161,36307
24162,53640
24165,41066
24167,40696
24168,73123
24171,44880
24174,55068
24175,81766
24176,69671
24179,60461
24184,57703
24185,51671
24201,46483
24202,73209
24210,52530
24211,73248
24216,37647
24217,48053
24219,52437
24220,55520
24221,44497
24224,45805
24225,42130
24226,42233
24228,42499
24230,40881
24236,43605
24237,37189
24239,29576
24243,42339
24244,40573
24245,38413
24246,18106
24248,37659
24250,55927
24251,57772
24256,39318
24258,47523
24260,40083
24263,42257
24265,33343
24266,56602
24269,31951
24270,36984
24271,47538
24272,53299
24273,54458
24277,38919
24279,48126
24280,50617
24281,42906
24282,33509
24283,48621
24290,45541
24292,36992
24293,65541
24301,49865
24311,48507
24312,38402
24313,45997
24314,59099
24315,46845
24316,No Data
24317,41407
24318,54357
24319,48924
24322,42123
24323,39042
24324,62456
24325,47521
24326,42789
24328,54117
24330,38711
24333,44782
24340,53442
24343,47920
24347,66634
24348,41575
24350,35124
24351,40007
24352,48496
24354,55726
24360,63073
24361,56152
24363,35847
24366,47408
24368,62615
24370,45713
24374,39788
24375,39178
24377,55431
24378,36811
24380,50845
24381,48782
24382,50517
24401,61902
24411,No Data
24412,69688
24413,49574
24415,No Data
24416,45347
24421,75217
24422,50396
24426,57490
24430,42285
24431,54013
24432,51855
24433,33208
24435,89222
24437,90171
24439,33055
24440,55204
24441,55781
24442,50544
24445,66102
24448,42287
24450,65234
24457,33572
24458,63273
24459,73085
24460,60340
24464,46394
24465,59532
24467,103380
24471,62672
24472,63479
24473,56613
24474,44000
24476,60832
24477,60986
24479,72992
24482,54878
24483,52215
24484,71746
24485,68669
24486,62406
24487,37888
24501,39525
24502,55042
24503,97051
24504,44476
24517,53981
24520,48125
24521,56458
24522,58660
24523,54632
24526,68149
24527,53231
24528,49024
24529,42514
24530,48128
24531,51347
24534,36618
24536,52318
24538,70276
24539,39463
24540,47262
24541,50991
24549,57557
24550,60058
24551,86667
24553,57448
24554,52534
24555,57354
24556,70292
24557,45194
24558,54038
24562,62382
24563,48534
24565,43488
24566,50323
24569,48715
24570,No Data
24571,48473
24572,54814
24574,60250
24577,46884
24578,48253
24579,47289
24580,55072
24581,No Data
24586,51807
24588,58307
24589,41311
24590,66222
24592,45644
24593,67151
24594,45581
24595,53654
24597,49230
24598,51270
24599,44245
24601,30903
24602,36112
24603,50550
24604,35887
24605,61654
24606,49638
24607,29298
24609,46248
24612,51147
24613,35085
24614,48632
24620,29969
24622,50180
24628,57024
24630,48082
24631,48842
24634,39805
24635,31851
24637,58697
24639,35068
24641,45380
24646,54532
24649,38037
24651,61270
24656,44735
24657,40750
24701,46458
24712,53725
24714,38855
24715,40460
24716,28883
24719,48477
24724,63858
24726,36318
24729,27203
24731,49336
24733,34306
24736,44233
24737,No Data
24738,46122
24740,52387
24747,40287
24801,40394
24808,41264
24811,31800
24813,25545
24815,36395
24816,37153
24817,30254
24818,30548
24822,48238
24823,40680
24826,77868
24827,47415
24828,30406
24830,50518
24831,30441
24834,56754
24836,42205
24839,33470
24843,29833
24844,40641
24845,49967
24846,28621
24847,25248
24848,32199
24849,55648
24850,27633
24851,48348
24853,39221
24854,66695
24857,52139
24860,31510
24861,30401
24862,38107
24866,31014
24867,74266
24868,35680
24869,28009
24870,49482
24871,24358
24872,37975
24873,55857
24874,45773
24878,28276
24879,26305
24880,37227
24881,40324
24882,32593
24884,58464
24887,No Data
24888,45722
24892,30907
24894,21903
24898,34760
24901,62015
24910,46069
24915,45855
24916,49098
24918,47561
24920,41739
24924,42117
24925,59816
24927,37479
24931,70409
24934,95440
24935,58449
24938,52737
24941,45548
24944,61979
24945,48364
24946,39874
24951,49350
24954,47954
24957,103155
24962,49453
24963,47481
24966,38819
24970,43729
24974,33325
24976,62499
24977,54579
24981,47086
24983,47353
24984,43333
24986,50467
24991,72450
25002,No Data
25003,53791
25005,52698
25007,53163
25008,49040
25009,55481
25011,57678
25015,48948
25019,38871
25021,50703
25022,39685
25024,62689
25025,77221
25028,59903
25030,39796
25031,48495
25033,48546
25035,38679
25036,55631
25039,47803
25040,55398
25043,40398
25044,40897
25045,46946
25047,32095
25048,No Data
25049,54443
25051,47029
25053,49039
25054,35261
25057,46490
25059,50026
25060,54768
25061,46827
25062,34128
25063,43617
25064,51092
25067,54657
25070,60935
25071,59312
25075,42735
25076,28355
25081,133495
25082,64505
25083,47604
25085,40603
25086,51363
25088,No Data
25090,34709
25093,63806
25102,45967
25103,61804
25106,44003
25107,39112
25108,63248
25109,42296
25110,52007
25111,42554
25112,No Data
25113,54185
25114,42483
25115,12939
25118,44564
25119,37994
25121,56947
25123,51266
25124,58579
25125,38585
25126,58980
25130,59946
25132,27217
25133,40749
25134,39149
25136,41350
25139,58695
25140,38319
25141,29740
25142,57595
25143,57849
25148,45235
25149,47198
25152,43794
25154,48863
25156,20114
25159,54273
25160,37426
25161,47945
25162,63842
25164,37040
25165,42747
25168,47749
25169,39829
25173,41648
25174,55058
25177,59341
25180,52887
25181,48869
25183,No Data
25185,No Data
25186,35182
25187,65857
25193,62010
25201,No Data
25202,72087
25203,26497
25204,40554
25205,49629
25206,43122
25208,44013
25209,42642
25211,42977
25213,81420
25214,63790
25234,58457
25235,32133
25239,51388
25241,67343
25243,50708
25244,37103
25245,73015
25247,35947
25248,78306
25251,44887
25252,55629
25253,50467
25259,48723
25260,52216
25261,30704
25262,69807
25264,27680
25265,47299
25266,37519
25267,47783
25268,34528
25270,59254
25271,55053
25275,51583
25276,40601
25285,55461
25286,43151
25287,57792
25301,42088
25302,56766
25303,60340
25304,97842
25305,No Data
25306,51949
25309,57373
25311,60247
25312,51868
25313,74599
25314,116369
25315,47493
25320,58872
25401,49071
25403,89842
25404,61102
25405,65445
25411,53099
25413,69460
25414,84256
25419,93240
25420,63642
25422,42577
25425,79783
25427,67394
25428,67876
25430,65119
25431,37769
25432,35663
25434,35455
25437,34125
25438,67911
25442,96687
25443,91515
25444,39832
25446,74188
25501,50871
25502,53848
25503,28134
25504,64079
25505,69491
25506,33987
25507,47723
25508,50993
25510,70706
25511,37907
25512,33956
25514,38846
25515,47975
25517,38544
25520,42836
25521,38167
25523,62809
25524,53111
25526,77401
25529,58591
25530,47896
25534,20367
25535,63652
25537,47097
25540,33864
25541,58966
25545,75028
25547,45948
25550,46204
25555,56269
25557,52588
25559,55835
25560,87446
25564,46531
25565,47759
25567,37279
25570,36020
25571,48246
25573,51290
25601,53646
25606,46250
25607,55669
25608,40046
25611,69646
25617,60870
25621,47052
25624,66253
25625,62421
25628,37188
25630,60739
25632,39463
25634,49472
25635,59306
25637,42144
25638,40127
25639,52362
25644,23820
25646,48688
25647,45067
25649,52753
25650,53239
25651,40571
25652,51411
25653,44925
25654,41721
25661,54919
25666,42324
25669,35062
25670,53492
25671,41563
25672,34382
25674,42077
25676,36784
25678,42501
25688,43178
25690,73922
25692,32793
25696,63356
25699,14635
25701,55011
25702,40036
25703,21779
25704,48760
25705,60136
25801,54336
25810,38880
25811,63533
25812,48378
25813,56486
25817,51077
25818,54459
25820,29766
25823,45661
25825,82700
25826,76059
25827,48940
25831,40056
25832,83900
25836,25045
25837,25316
25839,71621
25840,51350
25841,42374
25843,85758
25844,46585
25845,50089
25846,36240
25848,27242
25849,48108
25853,No Data
25854,69736
25855,No Data
25857,30337
25862,56572
25864,43928
25865,68841
25868,42842
25870,29845
25871,47297
25873,42883
25875,59593
25876,124777
25878,36494
25879,30380
25880,45937
25882,57429
25901,45382
25902,46765
25904,33381
25906,66288
25907,45281
25908,No Data
25911,No Data
25913,62212
25915,31786
25916,28924
25917,40243
25918,49450
25920,40093
25921,46183
25922,63058
25928,35906
25932,77229
25936,71863
25938,52552
25942,40425
25951,41208
25958,39642
25962,43774
25969,47810
25971,57442
25972,46003
25976,40413
25977,49009
25978,46109
25979,48112
25981,67926
25984,43345
25985,35627
25989,60843
26003,60356
26030,47032
26031,40673
26032,68981
26033,51058
26034,51348
26035,51249
26036,79566
26037,56166
26038,67754
26039,56336
26040,47578
26041,56092
26047,54868
26050,43669
26055,64052
26056,62267
26059,68094
26060,63771
26062,57030
26070,53216
26074,40099
26075,67493
26101,46417
26104,58883
26105,65631
26133,50867
26134,46511
26136,37316
26137,30387
26138,No Data
26141,27013
26142,44023
26143,52265
26146,60494
26147,43285
26148,33836
26149,40930
26150,59375
26151,28364
26152,No Data
26155,54553
26159,42882
26160,68493
26161,51346
26164,51362
26167,56342
26169,55970
26170,60919
26175,51253
26178,48962
26180,47311
26181,78440
26184,72717
26187,72882
26201,51394
26202,58873
26203,44656
26205,37487
26206,41541
26208,50167
26209,39609
26215,30805
26217,36641
26218,50452
26222,42471
26224,47906
26228,No Data
26230,41040
26234,46129
26236,No Data
26237,49089
26238,53847
26241,51432
26250,43498
26253,50936
26254,123410
26257,41806
26259,24863
26260,57098
26261,37938
26263,50840
26264,43802
26266,No Data
26267,70715
26268,26582
26269,43134
26270,35876
26271,56366
26273,49161
26275,40500
26276,55426
26278,66165
26280,38013
26282,No Data
26283,57304
26285,37270
26287,44937
26288,38631
26291,49476
26292,41838
26293,43032
26294,55218
26296,41012
26298,57475
26301,50088
26320,66794
26321,54643
26323,39557
26325,28420
26327,No Data
26330,84838
26335,46567
26337,42605
26338,37578
26339,45484
26342,46324
26343,30150
26346,51593
26347,59588
26348,51788
26349,54972
26351,52637
26354,45975
26361,31902
26362,47510
26366,No Data
26369,54405
26372,53949
26374,57344
26376,41985
26377,36361
26378,61635
26384,47511
26385,51280
26386,58523
26404,27219
26405,50461
26408,73178
26410,38955
26411,41902
26412,58311
26415,42674
26416,42201
26419,41448
26421,30837
26422,41294
26424,39345
26425,43171
26426,49709
26430,49031
26431,45302
26435,32226
26436,43922
26437,35723
26438,33561
26440,53249
26443,47596
26444,54128
26447,52721
26448,41134
26451,59670
26452,46876
26456,48321
26501,57608
26505,53013
26508,85795
26519,52417
26520,63568
26521,55099
26525,62037
26534,40704
26537,56371
26541,71686
26542,56031
26543,27455
26547,48402
26554,58641
26559,48607
26560,32761
26562,41297
26563,44080
26568,48964
26570,57155
26571,51376
26572,47468
26574,49374
26575,63769
26576,60564
26581,34799
26582,51990
26585,45464
26586,No Data
26587,61831
26588,65181
26590,45541
26591,59476
26601,45784
26610,42612
26611,35112
26615,34557
26617,67860
26619,57193
26621,44190
26623,40233
26624,44422
26627,37028
26629,47837
26631,41395
26636,52402
26638,40942
26651,61952
26656,37652
26660,59715
26662,119562
26676,52992
26678,50206
26679,74012
26680,34364
26681,55402
26684,No Data
26690,53810
26691,33937
26704,39386
26705,54403
26707,42604
26710,40659
26711,42283
26714,17948
26716,54012
26717,40580
26719,46134
26720,No Data
26722,36967
26726,40548
26731,67087
26739,46206
26743,48532
26750,30629
26753,50366
26755,47921
26757,38368
26761,19350
26763,41595
26764,52169
26767,24685
26801,63834
26802,51951
26804,33650
26807,48904
26808,29887
26810,63799
26812,46272
26814,44561
26815,42035
26817,57237
26818,45842
26823,30393
26833,50541
26836,46345
26845,57334
26847,47541
26851,47113
26852,39397
26855,43788
26865,16631
26866,54703
26884,63123
27006,94656
27007,64724
27009,74944
27011,60372
27012,90449
27013,52902
27014,33666
27016,55941
27017,46294
27018,51898
27019,61430
27020,55693
27021,55579
27022,44973
27023,95487
27024,42055
27025,58374
27027,45286
27028,52003
27030,47084
27040,81062
27041,52934
27042,60909
27043,57282
27045,58585
27046,49822
27047,39289
27048,52796
27050,66087
27051,60565
27052,50681
27053,42102
27054,45219
27055,52986
27101,42821
27103,56470
27104,93841
27105,41108
27106,78782
27107,51921
27109,No Data
27110,No Data
27127,57111
27201,98114
27203,39776
27205,57172
27207,60183
27208,43059
27209,38285
27212,39248
27214,65331
27215,60488
27217,45162
27229,36684
27231,55388
27233,57661
27235,89029
27239,53986
27242,35708
27243,87330
27244,69721
27248,46299
27249,62112
27252,50356
27253,54076
27258,55976
27260,30759
27262,59438
27263,50116
27265,69097
27278,82258
27281,56608
27282,83531
27283,57572
27284,73907
27288,42142
27291,42154
27292,50111
27295,57048
27298,51188
27299,48670
27301,62100
27302,67161
27305,47807
27306,47935
27310,110760
27311,49319
27312,79523
27313,71002
27314,57257
27315,54669
27316,50942
27317,57216
27320,51726
27325,39578
27326,47189
27330,57781
27332,62726
27340,No Data
27341,47615
27343,56787
27344,51568
27349,57112
27350,54555
27355,46349
27356,37350
27357,66538
27358,111093
27360,50749
27370,61626
27371,51624
27376,68998
27377,70095
27379,38075
27401,39067
27403,63107
27405,37940
27406,48592
27407,59935
27408,101619
27409,54973
27410,81361
27455,91170
27501,59568
27502,107430
27503,145061
27504,59536
27505,53044
27507,54784
27508,40881
27509,51069
27510,64274
27511,85043
27513,103314
27514,100751
27516,108119
27517,128704
27518,127173
27519,133855
27520,68912
27521,54692
27522,66697
27523,98357
27524,53896
27525,55045
27526,78112
27527,87816
27529,69040
27530,51392
27531,No Data
27534,59740
27536,40601
27537,50562
27539,99672
27540,99108
27541,72703
27542,50574
27544,46656
27545,73687
27546,51244
27549,49276
27551,59674
27553,63024
27555,35529
27556,88291
27557,50739
27559,70947
27560,95594
27562,70158
27563,40459
27565,56112
27568,46929
27569,49980
27571,89407
27572,81035
27573,36558
27574,54592
27576,46261
27577,52509
27581,67401
27582,51573
27583,60673
27587,98138
27589,41305
27591,66827
27592,65125
27596,72065
27597,60198
27601,45146
27603,71219
27604,61846
27605,68270
27606,62626
27607,87616
27608,130629
27609,86601
27610,55266
27612,95301
27613,102840
27614,123738
27615,104948
27616,66414
27617,101209
27701,49680
27703,65583
